"x"	"y"	"r"
5	5	0.338613459359146
15	5	1.12472615463172
25	5	0.385565157574481
35	5	0.150231956746296
45	5	0.437304396118003
55	5	0.271233468533081
65	5	0.593609206028486
75	5	0.321385344059668
85	5	1.0193106432379
95	5	1.48354443745144
5	15	0.425182161103966
15	15	0.334942342596358
25	15	0.230961220880412
35	15	0.302065108966422
45	15	0.87113288094357
55	15	0.275265883817163
65	15	0.676496164452912
75	15	0.247055649694015
85	15	0.555549558096653
95	15	0.406445736559116
5	25	0.368567381445621
15	25	0.270084104441315
25	25	0.285415505730456
35	25	1.01078476491253
45	25	0.589981333526692
55	25	0.713630040609162
65	25	0.415717694980884
75	25	0.619774198796542
85	25	0.0996717954470813
95	25	0.394978481186018
5	35	0.591425945665746
15	35	0.62777508874421
25	35	0.636277436963368
35	35	1.1161910175637
45	35	0.751505595683364
55	35	0.538136658796159
65	35	0.60274811221294
75	35	0.413467200818311
85	35	1.16474852119589
95	35	0.18771622571366
5	45	0.485079775909749
15	45	0.994929911731324
25	45	0.386052032293158
35	45	0.380827499552806
45	45	0.509454360997709
55	45	0.462159027670921
65	45	0.466582906082742
75	45	0.404958125896857
85	45	0.142399251012084
95	45	0.65818910193084
5	55	0.42280283852095
15	55	0.431825314011718
25	55	0.571336552638904
35	55	0.402322025345887
45	55	0.609702212665949
55	55	0.317843548459509
65	55	0.256006522450445
75	55	0.496451130892635
85	55	1.11691200031702
95	55	0.355435236724234
5	65	0.339267986950803
15	65	0.266266872215211
25	65	0.779187161169549
35	65	0.402592027754651
45	65	0.402304096822963
55	65	0.548639191030108
65	65	0.761927609449095
75	65	1.00800574233278
85	65	0.454753424536014
95	65	0.196620020201928
5	75	0.64005819554823
15	75	0.317077398307268
25	75	0.295435113988006
35	75	0.382901569452728
45	75	0.353408333925242
55	75	0.717222306909983
65	75	0.823848723880253
75	75	0.597171925043803
85	75	0.27902555823474
95	75	0.54633490140938
5	85	0.618860923715698
15	85	0.266950582974215
25	85	0.505456872202628
35	85	0.510473038607686
45	85	0.347626958856476
55	85	0.282983896797405
65	85	0.332336682945868
75	85	0.861336847467789
85	85	0.310183766593811
95	85	0.236297552913593
5	95	0.490817851879784
15	95	0.427316116769848
25	95	0.433579899152984
35	95	0.553300137834286
45	95	0.316760189288184
55	95	0.70249488764879
65	95	0.419255169823233
75	95	0.269849327784597
85	95	0.141380548726261
95	95	0.370318328461598
