"x"	"y"	"r"
9	1	0.325915618233226
7	1	0.234574134453768
2	2	0.527199533449876
2	9	0.432728108859545
6	4	0.582243368826445
1	4	0.519460006046822
9	35	0.931771210867557
1	47	0.313800144286735
7	57	0.290512578567663
9	69	0.175696990161472
7	77	0.372759870376106
3	76	0.560561227779034
1	77	0.27606709358946
8	79	0.840821282640468
3	73	0.78805690788913
4	87	0.483816794939431
11	13	0.440963152012881
11	16	0.24622512525198
18	11	0.241875390429923
11	17	0.338076708272643
15	16	0.431783353153902
13	24	1.73017608549131
18	34	1.01227626224334
16	35	0.379827206088299
14	37	0.683197726365099
13	33	0.401314801974425
19	45	0.450368302594383
11	45	0.27076224709358
12	46	0.327910839616106
12	45	0.430237304882921
19	64	0.241357027036703
18	79	0.59178266442663
16	73	0.699057280684792
11	73	0.68241175001927
12	85	1.66563323957567
21	24	0.801064690093765
26	29	0.153778651864999
23	48	0.724624753700383
27	65	1.01100880151669
29	72	0.392822837375309
22	78	0.816083132519297
25	88	0.34947063635998
38	9	0.570790163670505
32	16	0.462874930568322
33	31	0.300011861223166
33	79	0.197043507290649
34	95	0.371866213590557
32	99	0.316330515471642
47	2	0.344808612908744
46	8	0.458548570675585
44	6	0.501785704772817
48	32	0.419880579511385
41	33	0.221339666787216
49	69	0.217837830048434
48	98	0.492071658448614
55	29	0.293929391318658
54	38	0.680635619214384
55	35	0.413630785214618
59	38	0.187790879171331
59	32	0.324793332016338
59	43	0.674971135566923
54	67	0.807475820561001
57	65	0.875789987565985
59	73	0.356165221507748
54	96	0.451275895694187
55	91	0.84582846857394
57	94	0.30239429562665
63	31	0.825402608702296
66	45	0.414572160051451
68	45	0.386324345455311
68	52	0.739120185201472
62	81	0.644743753276106
77	4	0.279116361848353
76	41	0.479585037039118
78	45	0.294697758441988
72	41	0.825142560751523
77	48	0.47684465250432
72	43	0.371068105141537
73	83	0.426750126823853
73	84	0.394737317564063
71	99	0.687174669748666
85	2	0.224501081066144
84	3	0.375804305561851
85	44	0.217779469319061
84	47	0.265531481799606
88	41	0.506112550692679
81	51	0.25806087334152
89	61	0.367451904200762
88	86	0.35287499182372
81	97	0.348925561375875
93	15	0.38436119665774
92	23	0.275810778116499
91	22	0.441044546965795
93	44	0.396574834549533
97	42	0.699820920353049
92	41	0.277641101547503
98	46	0.346563751852259
92	77	0.666877836734691
98	72	1.11552923417106
91	75	0.315734998856666
