"x"	"y"	"r"
5	39	0.2175039349465
6	35	0.770949161043708
8	38	0.430769304510135
9	53	0.743418298941907
6	62	0.362239089388546
5	78	0.373558376322375
8	78	1.07500430556881
13	5	0.416263568012144
18	18	0.699888459434858
16	19	0.400748125944233
14	16	0.525082194794912
17	33	1.3035450315326
14	48	0.434508288258444
15	91	0.141649098683178
17	92	0.715522183382782
27	6	0.25119914981486
22	38	0.45784840137008
22	32	0.408378918077633
23	33	0.390867649238765
27	46	0.845307697981558
29	42	0.551755337700171
25	42	0.404476013880918
21	42	0.459528925306983
22	42	0.514277168725316
28	48	1.08929343214465
22	44	0.528712583718536
25	52	0.457114272277807
39	7	0.8422682641971
36	55	1.11518065908452
39	61	0.638314065459713
39	65	0.582224682610697
33	94	0.272675929674426
43	7	0.302988568828053
43	16	0.22161723219156
45	52	0.342325528889124
49	57	0.315615742092647
48	51	0.990987600112569
42	59	0.420984897307747
47	56	0.542916649686023
47	85	0.330841182645742
53	1	0.831650355189009
51	49	0.549259035739413
59	46	0.257970326826338
55	51	0.822484474054753
56	58	0.419125851086518
58	61	0.446778769204521
51	81	0.50551001915072
63	5	0.255550221556146
67	4	0.778315789078381
64	17	0.338160682751116
62	25	0.400726142488337
63	31	0.218225888576888
64	37	0.83635139342807
62	53	0.489840657439839
65	53	0.475962138702662
65	66	0.683430911608381
66	69	0.536897351990712
66	64	0.35595740387309
62	73	0.894318145505448
68	73	0.35449805318138
66	71	0.427120815740465
69	74	0.336162361859835
64	75	0.957202158924643
61	74	0.446575344679835
64	82	0.613023373541395
79	32	0.381563880025749
72	59	0.669931301831189
72	55	0.429024174765232
71	54	0.217563205299993
72	56	0.477671602469711
77	85	0.492569972828834
82	2	0.277582510274331
89	2	0.60521594478879
89	16	0.369853572998347
84	12	0.407025323207785
89	11	0.29706795801826
84	46	1.20172457695472
84	49	0.312606755732551
83	41	0.85729468014152
89	48	0.201529631122536
85	79	0.514459784124331
83	78	0.777554443459858
84	71	0.508113569225373
87	84	0.255783325770581
89	81	0.360779394825242
93	12	0.670072116314512
95	18	0.27050371573036
98	16	0.453504019133724
95	14	0.436145018411916
95	16	0.329475437624976
95	17	0.226691114088777
94	35	0.365060743974095
92	39	0.562664698142832
91	34	0.395922137781866
94	39	0.687929705690265
97	34	0.306939887431815
99	39	0.348693502451336
94	32	0.548479354023088
99	36	0.289378205998965
92	71	0.483808461499988
