"x"	"y"	"r"
9	6	0.970845414746699
3	5	0.456321895420444
6	12	0.274612689980881
3	12	0.272994974298173
6	13	0.266956486109487
6	82	0.293909517598872
4	87	0.28201523063936
1	95	0.219854498291442
6	93	0.835814989869375
11	7	0.454477415808652
11	1	0.185102356322301
15	18	0.325358234421785
16	22	0.165830642980891
12	25	0.216852829588942
17	26	0.209990267264774
17	36	0.527008418107425
11	37	0.517654512476535
15	87	0.504597708840773
17	88	0.559161265810236
11	83	0.477786228055069
28	8	0.499921567250576
26	8	0.352064000046816
28	5	0.312509664929166
25	24	0.232797852116476
23	23	0.42100165916878
28	43	0.482334184133939
26	41	0.560296274427888
26	97	0.494374910658412
28	95	0.692904151143773
27	92	1.04445086850503
32	2	0.759943366846679
39	11	0.162000216684247
36	13	0.586720207827156
36	18	0.926034609642945
32	16	0.382655295347701
31	17	0.569177370284778
32	14	0.16919176757132
35	15	0.445879404719218
39	13	0.303210192735585
33	13	0.340513709592262
36	11	0.856505790656771
31	13	0.253296384210399
36	33	0.808366135322672
32	67	1.63115030519352
34	68	0.257485318456654
38	64	0.280121422016763
32	85	0.730435415568352
39	86	0.47894377884304
35	83	0.606428721724636
39	83	0.506587145789742
36	86	0.346723189108869
37	89	0.335133063568244
36	88	0.974917069345657
32	93	0.643883876998721
38	95	0.250613466351953
47	53	0.504258680214746
45	87	0.237391399340388
47	86	0.37353075268425
58	13	0.437737878649596
52	29	0.565082322272306
59	34	0.420197438191361
57	39	0.570503351143497
55	38	0.147559775671568
57	32	0.811465461691752
54	76	0.478515972554411
54	89	0.479562514527561
58	87	0.646145472297019
53	81	0.253490838837922
58	81	0.467958824509434
54	95	0.367687639975822
58	92	0.167889254896799
66	2	0.402622604841782
65	17	0.241839468849882
69	37	0.997127891569083
65	38	0.639325151142997
64	32	0.705159902734107
73	25	0.765701101641551
77	25	0.59737344190506
75	56	0.748738022560435
74	96	0.443844887527029
71	93	0.306363099658573
78	97	0.280165403561224
83	1	0.394811185365108
89	23	1.03754630378944
89	27	0.394612054408058
82	41	0.283018868474046
87	61	0.53522878123611
84	69	0.253832491800071
84	95	0.390281006933781
82	92	1.29910112074658
89	98	0.497288783781035
86	98	0.200170580191049
97	24	0.257383461793641
99	38	0.498252578324685
93	48	0.169744043159833
93	67	1.15143535880793
91	65	1.05788765175563
97	68	0.279488272741136
96	66	0.211885963928564
99	68	0.583930828631975
