"x"	"y"	"r"
6	4	0.533135231691677
3	49	0.734462866478288
3	82	0.591921132062109
9	87	0.878191048036045
1	92	0.267099104501236
11	2	0.403585416545964
16	16	0.627482842347355
12	19	1.18260831725267
12	12	0.250955515769576
18	15	0.267859903913421
14	12	0.317040447926675
10.6724523517651	8.03833909182185	0.988764306341233
11	14	0.704271422329946
14	16	0.697829252951084
18	17	0.168071049105511
14	18	0.326180226496691
15	36	0.307799790053728
19	34	0.193419502089047
13	35	0.449240823569512
11	35	0.326047089720561
16	39	0.095324093887017
14	53	0.289597151941272
12	64	0.498490538582223
17	72	0.289670866818391
19	72	0.616622254666116
17	71	0.640040664159891
19	97	0.562035017788182
23	4	1.95520869483878
28	3	0.355208304730524
27	9	0.306712692942391
27	41	0.158261709916459
21	58	0.78040172502004
26	55	0.372521967540211
21	62	0.186180051166859
22	99	0.893549178648507
27	96	0.334692648663696
26	95	0.165616536196864
33	5	0.660307091729347
31	16	0.728874139815442
36	33	0.513746945033766
39	64	0.237172350548834
32	67	0.400069752774522
47	33	0.38279152606374
45	32	0.578985504679321
43	45	0.400681574127399
48	79	0.672773476718398
41	72	0.531725433038935
48	92	0.354628864246572
49	94	0.576957647871231
49	92	0.21527693265004
41	95	0.864866704815861
52	21	0.55661121401749
51	21	0.349394840304129
57	21	0.266567613315078
53	59	0.422666397845666
56	51	0.352959627699533
58	52	0.770557247534121
52	57	0.603403249709786
59	93	0.935077107794655
61	6	0.48042661727417
67	12	0.165320091939095
62	21	0.430476212597468
64	22	0.857427730123672
67	31	0.478119760727814
61	39	0.222416119410116
65	47	0.222019543345256
69	67	0.386192868099538
62	93	0.651324117721028
76	6	0.384195027065033
72	37	0.387630378198313
73	35	0.464875029916139
78	35	0.373013473520066
71	32	0.193664794404792
78	39	0.35463070311895
79	33	0.519837109443082
74	31	0.185140714412534
76	32	0.351570650515618
71	34	0.544830083656624
73	37	0.188064446111671
72	45	0.38939244405289
78	48	0.393242251743702
73	68	0.991852000515803
71	94	1.30008756718083
88	8	0.680208668144754
87	37	0.700983082177613
89	35	0.350199482839519
84	97	0.297890121798195
98	13	1.10039055476033
94	17	0.49199695555629
99	16	0.590460734803486
97	24	0.706904655984609
96	22	0.368423815563082
96	28	0.160457234615111
98	28	0.267398604619703
93	25	0.495207426749179
96	63	0.166983227220124
99	61	0.143802560148702
94	76	0.364952121551995
99	77	0.340091935676344
98	92	0.416689705388084
