"x"	"y"	"r"
6	33	0.398182820425254
8	57	0.352180934577923
7	64	0.276011523338568
6	66	0.226339858231773
1	61	0.73732214837356
6	68	0.207291434464155
4	82	0.361279839614057
8	83	0.485549593855253
1	85	0.525295553939633
3	97	0.975793902539684
18	22	0.252076583507036
19	39	0.826184510671076
12	33	0.530370501568075
11	52	0.504021153894495
15	76	0.614909470261243
16	74	0.540869775841124
19	79	0.269649471708674
19	72	0.362354323193438
11	71	0.23759058889079
14	88	0.462771400339433
17	89	0.335458912853473
29	35	0.339454495141334
27	56	0.373243076170552
24	63	0.725151307565
39	26	0.431128304964519
36	46	0.406141474745591
31	49	0.4442627629771
35	43	0.322487357547846
33	43	0.882086679485366
35	96	0.881636862959361
44	2	0.323769885749715
47	19	0.280544003385735
44	32	0.646485983464668
41	31	0.725267140324655
57	5	0.644454672244803
55	19	0.327564982347665
52	31	0.256674129772899
54	38	0.44775930244616
55	49	0.969350513399188
54	63	0.587718062301545
55	65	0.66953125036297
57	64	0.630188472371415
59	78	0.245622450547254
67	18	0.288815602153156
69	19	0.380215740386276
66	17	0.217258697985707
62	13	0.279560722408725
61	19	0.875062404355986
61	16	0.549824027781117
68	12	0.27543089252275
63	18	0.234058707506749
68	14	0.597185977426928
64	19	0.905430048931426
66	11	0.373803282901405
69	13	0.567377396457236
61	15	0.376936302320311
68	17	0.380391419373431
68	42	0.423213158177208
68	55	0.385768985902282
67	58	0.247617497685603
64	56	0.710118973395261
61	52	0.17431003810169
66	58	0.497298106357142
67	51	0.772386513501459
67	57	0.30082432209069
62	58	0.669063205200131
63	94	0.880747474911239
66	92	0.312292940589364
74	13	0.581864281917325
77	19	0.708855854280555
72	37	0.64714875381918
79	32	0.437659276390187
75	36	0.979886562201054
78	37	1.05007114158763
72	47	1.23178507563834
78	53	0.422844707289948
75	52	0.535102536309492
78	62	0.102964402335479
77	63	0.32595542068024
71	79	0.475712865496182
76	73	0.526277429256404
75	74	0.518503420746209
72	89	0.500506341268389
79	81	0.272972334628032
76	93	0.39579987650026
87	5	1.21524034274259
83	9	0.634095106574023
82	25	0.175698731804039
87	21	0.770167450064658
81	29	0.578649087851341
87	31	0.489311377864727
89	33	0.534184141805609
87	49	0.285424592867096
83	72	0.24762805361722
83	87	0.215601764193282
82	83	1.04556297210475
86	95	0.469854315824157
83	95	0.666676709366202
87	94	0.817232766564748
91	16	0.322653479630166
