"x"	"y"	"r"
6	8	0.787507619989039
7	6	0.641782418569999
6	11	0.487941067461017
8	11	0.592896665612626
3	28	0.413824997525967
4	23	0.468808469512337
9	49	0.569828089055851
2	52	0.86363270889312
7	64	0.627835129487403
7	63	0.343091186317243
7	62	0.391482701434717
2	67	0.584204451879092
3	68	0.3298788991819
2	71	0.250451991050354
4	81	0.350769756474207
5	95	0.344568315490309
17	16	0.302025779898005
17	18	0.323418561079653
17	33	0.479246468918702
11	88	0.846661032613573
14	81	1.00255609864616
18	82	0.443947521565175
15	84	0.496763149304535
17	83	0.374975739745329
17	86	0.214915840172059
18	88	0.267968751683363
18	81	0.307916566985958
23	3	0.14198587417617
26	15	0.22741792410641
25	28	0.503903860345377
29	35	0.450488757125556
25	38	0.320676236244342
25	37	0.275515421521834
28	52	0.52282475195539
27	91	0.160973119051046
23	99	0.615679348641531
38	14	0.277852914343715
31	23	0.520050384450254
33	31	0.733300215177305
36	58	0.244238326448108
31	78	0.302658087639421
42	7	0.309776986788003
42	15	0.67061417161918
44	27	0.428293287066771
48	22	0.409266708552811
47	37	0.342800269864934
42	81	0.606528083395563
47	86	0.63300157683341
42	87	0.479595391592655
49	88	0.626931368746123
58	23	0.184055352492161
55	24	0.50382661490284
54	32	0.164684224436803
54	35	0.612728083638563
58	39	0.277573747001572
53	36	0.224878637542715
59	68	0.772260022557883
52	62	0.354884514032968
51	62	0.511551198264487
51	83	0.449525367127311
68	6	1.15391256358744
66	38	0.320845502363421
62	33	0.322386120739688
69	36	0.843720103687235
63	31	0.913836676767586
68	69	0.899720901267276
64	68	0.766545829922784
67	62	0.284284706019172
66	79	0.878423277349943
62	74	0.782221333251412
78	4	0.208683360611933
79	23	0.616541592747512
79	41	0.67766166736008
78	53	0.706689534189973
72	59	1.02643269763072
72	63	1.03603483358473
74	64	0.671293815778475
72	84	0.591953516536714
77	95	0.337443313924063
75	92	0.690474565581932
81	16	1.0714605691328
85	12	0.484035592151938
83	12	0.239165437877264
83	19	1.16449849343814
86	22	0.450388179365396
86	36	0.580942779642117
85	41	0.59882577258811
86	44	0.443660432131957
86	46	0.260572808290952
83	43	0.38967245002507
84	61	0.347756133880706
88	79	0.62161862243259
84	84	0.347632308794537
88	86	0.787013594195969
86	86	0.442287922718173
86	92	0.585948120889866
96	18	0.137042745371071
92	11	0.329720570538192
91	36	0.724050196998279
96	66	0.392477838948838
