"x"	"y"	"r"
2	15	0.475754695650593
9	24	0.422381326361047
1	25	0.611730291530671
8	27	0.389107118391554
3	21	0.356020384225736
7	46	0.190529458805609
5	43	0.4848300032793
2	68	0.123950288674941
1	67	0.65820592034888
5	63	0.256463090913124
1	71	0.874714201303396
4	79	0.473660119856212
3	72	0.159368559570617
2	79	0.581377738415419
2	72	0.342710626351569
9	76	0.326221589871139
4	78	0.381758458120118
6	74	0.335403373447159
2	73	0.49281564447769
8	73	0.14499332729821
5	99	0.314458849902214
1	98	0.584615397524108
16	5	0.265001931398175
14	6	0.296868617408995
13	18	0.409460311826181
13	33	0.169852925427082
16	32	0.307463451828182
12	35	0.487276162688997
17	37	0.304446713173197
17	35	0.43856867970132
15	31	0.835270045331442
16	51	0.739219489282995
11	57	0.354543634333522
18	53	0.475694651032409
15	89	0.452631013359145
19	85	0.399213334626414
22	4	0.683035893110781
29	3	0.966448295181334
22	19	0.368228886532673
26	28	0.214099193044382
23	54	0.50700604291991
23	52	0.232874381425516
29	62	0.856445581589861
26	63	0.279330318778803
26	67	0.494504687710918
29	77	0.268032073665296
25	98	0.368575146061246
24	97	0.488714103189429
26	95	1.49875885315271
28	91	0.178589000914728
26	98	0.342900725475217
32	6	0.326727619515609
31	39	0.739367092620807
34	33	0.632606645505243
33	44	0.262017799511705
37	46	0.755554760120561
36	47	0.450831384216093
34	75	0.728880477047879
33	91	0.784107009312106
41	12	0.781450084782119
47	16	1.39406877419995
44	95	0.666023706089132
59	14	0.572323670431561
55	49	0.581340029431791
54	74	0.781064187550616
69	2	0.744392442641841
62	51	0.456943771864685
69	59	0.443214170827477
64	63	0.471666900821343
67	87	0.466591452075831
66	82	0.405894437807072
65	81	0.336196391424484
63	88	0.27653936515392
66	85	0.260724003256899
65	87	0.270513885844143
73	6	0.564919502587807
72	8	0.224427184843771
73	46	0.15385850994474
72	41	1.14826416616304
77	53	0.69374315044077
78	83	0.944122255341792
77	88	0.298656239364415
75	87	0.59805516170421
77	85	0.372053782467456
79	86	0.742240057827944
76	96	0.366963254120835
74	97	0.598087729124673
72	94	0.392704523667643
73	98	0.308648752835475
82	14	1.02380031351494
88	36	1.05731313340564
85	64	0.28858203750696
87	74	0.366541338248453
84	79	0.283735734913346
93	4	0.56384712055162
95	44	0.876188810484159
91	54	0.455531518569956
94	59	0.334073784297904
98	66	0.779843046384661
93	81	0.27313191364525
