"x"	"y"	"r"
2	19	1.10615895388051
9	12	0.565242229196181
3	18	0.270320042478427
5	11	0.604996265456862
6	18	0.479123835777351
9	17	0.944831405133021
7	13	0.190500849567203
4	16	0.409262937108352
3	14	0.667860937456154
4	28	0.651145767904184
9	24	0.644361449548958
3	35	0.576387165329849
4	34	0.281476452258405
2	37	0.432803053747918
4	36	0.158866727673094
18	32	0.369473296437738
19	86	0.465774979171338
11	99	0.283565767896773
22	3	0.300910057534694
25	3	0.352796797598347
27	16	0.369627669029815
24	22	0.616599750761399
24	48	0.272526944163249
28	58	0.544522491736645
29	57	0.489812019917547
21	59	0.993644410482366
22	68	0.310471556415579
33	31	0.885488545991441
34	38	0.233243266943479
33	51	0.336989483745746
35	56	1.11056576269941
36	71	0.427547838499724
35	72	0.390373179032845
38	75	0.447345365566971
34	97	0.410952016966998
42	6	0.691630986423557
44	14	0.393174481253076
49	23	0.706818262846577
46	37	0.341011860648111
45	64	0.194208882121713
45	74	0.145731204149276
41	91	0.151281389043344
45	94	0.364387290482892
52	8	0.407999682328318
58	26	0.376772046406655
52	21	0.566467562609707
55	29	0.224154565906299
51	46	0.0824577428421735
58	45	0.465499990476937
56	48	0.514757021837026
59	66	0.700282052958744
57	79	1.51289644278236
55	73	0.313907933326332
52	85	0.385941775206902
61	9	0.252397064439829
69	27	0.356669792114791
68	25	0.3671030455675
68	24	0.478285560029775
66	22	0.772765986570481
64	29	0.155175961824413
62	86	0.457650664299437
69	84	1.04033107274409
75	5	0.777855121891816
76	2	1.29232548276769
71	1	0.117586108944117
79	14	0.526742102110081
76	24	0.376261596775703
73	36	0.358267633093485
77	33	0.364246260293428
72	38	0.87697637491571
73	59	0.608416106604992
71	52	0.830581410541467
77	54	0.422294272168379
71	61	0.189059188738224
72	78	0.224557543866589
78	89	0.203196084928861
75	91	0.396580541646062
78	94	0.653384872491127
76	95	0.183682463008005
88	14	0.436366627659086
85	12	0.184398115918276
82	57	1.12093343612115
89	69	0.157742235172059
81	77	0.325132314371671
84	72	0.351665095324306
97	19	0.276941802458271
92	17	0.437431327439262
95	14	0.892362863071717
98	18	0.793417351422543
97	39	0.532293749880228
99	32	0.381561213031486
99	35	0.929903365093053
92	31	0.516810005783704
99	39	0.168829390288597
97	37	0.34973573549742
94	43	0.432583810710084
99	58	0.830864465900429
92	59	0.239098645901897
98	74	0.318790648496837
96	87	0.916212379569072
