"x"	"y"	"r"
1	7	0.220239016219482
2	6	0.414724534960826
7	1	0.163822917629383
4	2	0.434468270464889
7	3	0.307858490081849
9	5	0.220216565624358
3	9	0.237268699036475
6	9	0.953960093393788
8	11	1.21666845519676
5	15	0.430604859384746
9	18	0.290751222758231
2	11	0.743514906422718
5	16	0.241060891051867
1	16	0.47209493598499
9	19	0.63115756163424
4	27	0.909940605728612
3	22	0.342195926160449
6	29	0.339068747263358
5	25	0.262557532744017
8	28	0.147780411659141
6	22	0.350111502036694
7	24	0.10900325344235
3	29	0.536723401893684
3	37	0.5810188576108
7	65	0.453659927314911
1	78	0.232589128766118
3	79	0.593447486336095
5	78	0.384032147166609
8	84	0.216754729223543
1	83	0.649984259897973
12	18	0.495357145519885
17	35	1.01677017743468
16	45	0.43083536559601
16	53	0.153587281279506
17	77	0.625601655496855
18	83	0.51919424428587
26	8	0.372268400003519
21	17	0.728069150954094
26	37	0.605057089625034
22	95	0.592852076343311
32	8	0.793572187029436
32	11	0.582099103254937
31	16	0.515186732383026
38	18	0.452436492036069
35	18	0.199796493937249
32	16	0.268507305297143
38	13	0.846184590163669
34	76	0.362943453761553
35	73	0.266819481921973
46	13	0.560107046523648
42	18	0.380199873140669
47	22	0.348866315542397
41	21	0.42769979294935
43	29	0.631958723498793
48	28	0.40332799050009
46	23	0.622366647136195
44	88	0.781349477781702
54	8	0.451724756497179
54	3	0.425246859004959
52	3	0.604926247264412
52	8	0.710307090968545
55	5	0.26003703332521
59	18	0.652917817528786
58	12	0.898138346186314
53	18	0.483007589474804
55	15	0.224595429788927
58	17	0.512616529667633
56	19	0.356548320720003
52	15	0.901989925783651
51	31	0.183438747878739
54	65	0.380941075918026
57	61	0.913789312367477
54	62	1.11913492001328
53	74	0.427128377869019
54	79	0.624072401855078
51	98	0.513486779831042
55	92	0.83144309184957
57	98	1.02863535698107
69	29	0.491411504476823
67	29	0.417417159729316
69	54	1.16068224344909
61	62	0.208000264718063
74	39	0.328972370858111
75	48	0.630612121781812
78	51	0.588602993941932
82	11	0.367918719856324
86	11	0.392141315605784
82	18	0.732506714580034
86	29	0.764084478952692
81	37	0.378385544602869
88	31	0.434743550310742
87	35	0.391840274239217
86	68	1.04587494949993
81	67	0.723177789182845
82	84	0.250390126096524
87	81	0.356392888541937
98	24	0.257234235827181
92	66	0.33284236760597
95	65	0.543682490643203
92	62	0.328055103028066
