"x"	"y"	"r"
2	2	0.248232987512172
7	18	0.496667343669658
8	34	0.380260746039383
5	89	0.334929827240543
3	96	0.919332981831322
8	99	0.583724805670805
11	3	0.352946189623321
15	4	0.782878796816062
14	17	0.213022400827335
11	12	0.398739212159619
12	42	0.29944427228978
11	81	0.4853841355968
22	4	0.456665558856212
23	6	0.328365490188602
22	25	0.619005051585389
23	38	0.64953737385563
26	42	1.00373274222668
29	64	0.193581547064726
27	63	0.324985259373556
28	65	0.435123611361724
27	61	0.252279297684133
23	84	0.489716388080769
28	92	0.790270189438014
34	3	0.88230159578131
34	6	0.538580272055233
34	8	0.603462494935929
37	17	0.557958675980907
31	13	0.580146288929946
39	18	0.590978581076704
35	24	0.256099691725038
35	27	0.383368923802664
38	24	0.33037277774833
37	29	0.653941923550796
36	22	0.624639798710057
31	22	0.239480804101549
33	36	0.520805871481468
38	34	0.471181955035471
35	31	0.297666613950269
34	92	0.709237514981959
37	92	0.158096951108959
38	92	0.582091531265438
32	97	0.299199501443787
37	91	0.308559886455009
46	63	0.336311826744225
48	68	0.977992772288176
45	66	0.438836377286543
42	65	1.44624338228034
48	62	1.06197045437569
45	67	0.554298829108544
43	91	0.565023202981963
44	92	0.349723139994455
58	38	1.28690933607337
52	36	0.643570664789634
54	33	0.333037481535604
57	48	0.62634624251461
51	41	0.365213846293544
55	87	0.588259284546431
57	89	0.365208749554332
56	82	0.716323140359154
61	3	0.444275042709493
69	54	0.214649011955996
63	53	0.539952822201164
61	63	0.488106128476746
68	64	1.27702022857009
61	85	0.659599728003341
68	83	0.461553955142242
65	98	0.422525530620295
62	92	0.417343423530508
73	9	0.454997370484559
72	4	0.458599024224313
76	15	0.282736156282853
78	24	0.330676577150365
73	33	0.418756922339188
74	42	0.40664315993469
79	45	0.25466091720734
79	48	0.293649858394597
73	44	0.454990426033792
71	43	0.276653457066101
71	46	0.178966835820043
71	45	0.473933664863213
77	58	0.190638182252584
78	56	0.639696928646514
75	51	0.732277232533569
74	95	0.401776931993299
82	3	1.090760149759
88	17	0.514951164424055
82	14	0.948294189847895
84	13	0.492720926470917
87	37	0.286764004829306
83	59	0.565734734104589
84	54	0.303955475444781
82	84	0.581915343864728
81	92	0.459957666703179
98	35	0.548109166324754
95	51	0.392960534564308
97	55	0.49423110840959
92	56	0.307897109584141
99	56	0.497536694931619
91	57	0.308877647413376
96	68	0.517934121894059
