"x"	"y"	"r"
5	5	0.403917745369307
15	5	0.254082802983611
25	5	0.20569099901421
35	5	0.311228710079294
45	5	0.366172855199752
55	5	0.449205905480964
65	5	0.285187306341855
75	5	0.630152215380644
85	5	0.492541512405882
95	5	0.213978698669448
5	15	0.477887229239905
15	15	1.22163062108124
25	15	0.464084061549738
35	15	0.696057898074076
45	15	0.559215545043993
55	15	0.209704829882575
65	15	0.208254737263989
75	15	0.433709479322918
85	15	0.291404656095929
95	15	0.263106468460701
5	25	0.616843086729864
15	25	0.508100646450218
25	25	0.852247589902252
35	25	0.782614980066273
45	25	0.322306453985699
55	25	0.392852079406121
65	25	0.505511740634408
75	25	0.27660675787271
85	25	0.281512847134198
95	25	0.449792897292406
5	35	0.36234288799856
15	35	0.389355082445858
25	35	0.427688848505856
35	35	0.389627825220154
45	35	0.31825972014688
55	35	0.164613993623447
65	35	0.684751769496631
75	35	1.01227518533348
85	35	0.659782355824506
95	35	0.373329927663965
5	45	1.56990865358682
15	45	0.276597224033002
25	45	0.470376033153823
35	45	0.656191489612755
45	45	1.33298919059831
55	45	0.195447785600901
65	45	0.467536298821563
75	45	0.397784687982177
85	45	0.217710132710147
95	45	0.535159466364316
5	55	0.309585226446071
15	55	0.210216569132321
25	55	0.751290261474483
35	55	0.311299834441533
45	55	0.397409467614899
55	55	0.157899745547629
65	55	0.522867460280144
75	55	0.343540842917095
85	55	0.604604607660671
95	55	0.717549357569718
5	65	1.13228940010174
15	65	0.472999696913361
25	65	0.452918760064704
35	65	0.251163875135791
45	65	0.705675829116651
55	65	0.131738912043201
65	65	0.417965184827296
75	65	0.350416386507958
85	65	0.924844082563879
95	65	0.303608770411097
5	75	0.763723184806363
15	75	0.391889883397627
25	75	0.51141066332621
35	75	0.652086159007422
45	75	0.423150414186287
55	75	0.805866134495844
65	75	0.894296452427533
75	75	0.391576290707136
85	75	0.26747059063143
95	75	0.761589639586655
5	85	0.707549702306512
15	85	0.353348680380191
25	85	0.471895459856313
35	85	0.247074649425619
45	85	0.812229286964037
55	85	0.202498897651295
65	85	0.491273432002671
75	85	0.415695037576357
85	85	0.616386605977999
95	85	0.424748303210458
5	95	0.539774164379105
15	95	0.608449596517089
25	95	0.445749284508972
35	95	0.161511192525862
45	95	0.714727902226746
55	95	0.742886990931951
65	95	0.299728430969785
75	95	0.942119968463108
85	95	0.487118467616442
95	95	0.648755259975705
