"x"	"y"	"r"
5	1	0.280200933475421
9	9	0.190590857695778
3	4	0.425232499746254
6	7	0.174622735950249
4	2	0.555874770185436
8	17	0.595239666582877
5	49	0.405475734440809
5	47	0.622623168842729
3	48	0.285763378577284
1	41	0.241002712909383
7	44	0.264063611432213
1	58	0.55579099187466
16	2	0.542317159687206
13	4	1.04188109298581
18	22	0.308132945859837
15	79	0.404139543618308
14	74	0.220849649067039
14	71	0.653727757677432
19	83	0.217654236756989
16	99	0.467037409796857
11	95	0.831773033078057
21	2	0.924930922334019
29	16	1.21289462958636
23	77	0.853987577710217
22	73	0.383766904945643
27	85	0.382098028129414
24	99	0.27706649321089
24	93	0.623539990360041
26	98	0.460949424275737
27	92	0.970376052223945
25	91	0.25366167692459
29	91	0.479539855606258
35	5	0.817238240810452
33	8	1.05248431117074
33	1	0.69874179737866
39	54	2.04722401760016
36	63	0.381239799657373
38	83	0.161166417206308
36	86	0.229133177973836
38	86	0.96432371724806
39	81	0.179708896021928
39	82	0.619828755569763
34	88	0.211686914997348
38	89	0.550597152512803
39	88	0.662714982575857
35	93	0.542823631486844
49	19	0.650617331814548
44	14	0.557505158278964
44	56	0.295029747613148
49	58	0.150846275418678
47	78	0.40031889940544
46	71	0.386756100016522
45	73	0.273841458227392
45	77	0.682128342905567
46	74	0.473772617277886
41	74	0.41887345751731
58	66	0.261164116420172
52	62	0.173131820179384
56	79	0.593622222780095
52	75	0.589671038701991
56	88	0.550668641458043
59	94	0.427832368811373
65	21	0.65044930858944
65	26	0.547523722876023
63	24	0.183254359846644
69	95	0.31132858293337
66	91	0.449899720415336
67	91	0.253841090186389
65	94	0.414486654508972
63	93	0.153883879545218
68	93	0.930552193461284
63	92	0.478727942007146
67	99	0.526537085593564
78	13	0.108873712744153
71	27	0.535886159645422
78	29	0.146747011745741
74	25	0.422360066936497
77	36	0.767623994441977
75	53	0.560199309104351
75	69	0.494322330388463
74	75	0.455372456455058
87	9	0.856258390033856
83	35	0.411817250537425
89	36	0.831049550978879
86	34	0.691475094057972
86	66	0.306110527003072
81	82	0.189344204931558
86	81	0.197339093439497
84	98	0.119071266959768
87	93	0.398978590175418
97	18	0.560072181699701
94	35	0.455413119777615
96	47	0.28923232051669
95	48	0.441280797349276
91	45	0.174381440493478
98	46	0.253348891944073
91	42	0.950025520977086
94	53	0.283247438622299
96	71	0.257426043159134
98	99	0.229622531147122
