"x"	"y"	"r"
9	4	0.393614658645477
5	9	0.161315041711662
3	3	0.548435630766873
9	1	0.952229472179885
1	29	0.338015805372451
5	48	0.615407131931672
6	43	0.478004606111921
7	55	0.437991648383609
7	71	0.16972610358763
9	76	0.441239747686069
9	74	0.620061324375696
2	72	0.206782251430212
2	77	0.377780487125573
4	72	0.368761359444538
3	75	0.251438054190106
14	5	0.616060806326369
16	23	0.326899819110692
14	23	0.564469754956079
14	27	0.85234600433471
17	39	0.659005070800105
14	51	0.252794228231638
12	89	0.606738133978224
11	83	0.359578370805277
17	89	0.587666098217557
15	87	0.206308895598254
11	97	0.178295154751306
23	2	0.281022562174503
26	6	0.50369991592123
28	1	0.479720848972746
23	4	0.263291220477155
25	9	0.487267344937601
27	3	0.427921062403678
21	5	1.68475563850774
23.4345771885778	5.35460515040386	0.756031544119923
28	7	0.331427441866687
27	29	0.285371397391656
24	46	0.158305844781635
23	41	0.702682740602321
27	78	1.10157277030999
22	77	0.297976030416738
23	73	0.57593040306547
27	87	0.528611325955873
22	86	0.365694589558713
21	89	0.680563033134864
32	22	0.209680784901138
38	28	0.544569123499444
32	28	0.203257277240941
34	45	0.578560817826009
32	44	0.257088690216762
36	43	0.42257403492128
36	68	0.158774831496568
35	63	0.545038662358111
35	65	0.305376860897991
37	63	0.457333736954791
31	66	0.468427561803814
34	69	0.495840864313192
34	64	0.79630325311307
32	68	1.50795914772014
38	69	0.808816471093163
31	63	0.362932804993836
45	13	0.34069645052185
46	24	0.211868849303756
47	25	0.487601769821905
43	26	0.664113688737934
43	63	0.724835021428661
42	62	0.454779202766609
51	12	0.369092369549947
51	16	0.399997537013682
58	17	0.49008523180517
58	11	0.383758129482069
59	12	0.547924113862112
58	15	0.305565281617322
54	12	0.7655754756572
54	75	0.479021603287411
55	72	1.10810813786152
56	75	0.343660631260222
52	95	0.594669919917456
54	91	0.383935259890037
67	6	0.83099605311104
62	3	0.494571736672687
63	4	0.650679471962092
69	3	0.322457623655499
69	7	0.769592235724062
69	8	0.191968063128773
68	72	0.814437170012094
67	77	0.248824534796574
69	85	0.618068284656858
66	91	0.365643508168035
75	22	0.488766796499197
77	52	0.632751484904274
78	91	0.286549966738236
88	35	0.563005352681158
82	35	0.869398037956502
83	74	0.442509552098912
94	9	0.401144714526002
98	9	0.247400890457
92	7	0.862516268888826
94	31	0.529315716960264
94	32	0.340461888477178
92	37	0.40609712002073
