"x"	"y"	"r"
6	3	0.588947402662842
9	24	0.443231011989312
3	23	0.480783591195367
5	29	1.16894811575347
1	27	0.230052554701535
3	22	0.449715727079798
7	28	0.712462006457216
3	26	0.378499821588009
5	58	0.385522292841393
9	52	0.378307616768002
4	77	0.281305731216301
5	74	0.208164175092119
3	75	0.546234037231797
8	72	0.638191377884742
18	36	0.598435358719362
13	51	0.707630803055711
14	72	0.579847021231364
19	78	0.141959623146412
24	5	0.57072085845342
25	42	0.646858933039858
23	52	0.713805343263574
28	52	0.476448206851152
24	61	0.302193953196611
34	29	0.312780639213312
31	71	0.769152269290561
31	98	0.519275548696983
39	98	0.389737120057641
35	93	0.248840946343577
32	94	0.346784664519647
33	91	0.686787683966283
46	52	0.291651284141109
45	54	0.416583252099274
48	54	0.621247844825621
49	51	0.642464966290343
43	53	0.480130752403328
45	52	0.567756262226369
43	52	0.43784389196586
46	54	0.550783296782435
44	55	0.997382367634876
42	59	0.91550502224251
46	51	0.371656533055621
49	66	0.515880334304373
48	75	0.533165695526298
41	77	0.839764642634573
49	77	1.08202912278707
45	74	0.229824026296393
49	71	0.703730927533216
43	75	0.507730496767746
45	79	0.499314033574093
47	88	0.124841666655682
54	2	0.408111669440849
53	17	0.394838089813971
52	41	0.199079613342369
58	48	0.393740830329234
55	44	0.651049330990357
54	49	0.319995828322686
59	49	0.551441180701589
59	46	0.739177009347731
53	49	0.276211774615249
59	43	0.696923587358194
54	48	0.543355356091067
55	69	0.440669952433461
51	83	0.202282321408659
59	84	0.506601538678915
55	83	0.445400246776237
56	85	0.153889728467054
54	85	0.331313939934305
59	89	0.164845001193321
56	91	0.153824700732064
57	98	0.310194126425754
68	3	0.642437660379688
66	15	0.246878208965506
63	27	0.454821551826405
61	79	0.355366305166505
64	71	0.510340808842854
68	82	0.300110509864954
64	89	0.63031710165368
71	23	0.473513967933137
76	22	0.301245000376415
77	27	1.09986984421148
75	24	0.213329841805655
78	24	0.113576455745415
74	57	1.48766414753415
76	51	0.449946974425197
71	62	0.954312644071363
75	76	0.486486596498301
77	78	0.474087905111493
73	85	0.55712478776693
83	4	0.50288630501788
82	5	0.472488349431295
88	6	0.338472263032931
86	2	1.57799445514137
85	8	0.781644434291538
86	21	0.285540741454294
88	33	0.278553834146534
83	48	0.366120767498739
82	44	0.156442372621588
81	43	0.218452819011483
92	43	0.245302042135652
98	83	0.68105260606263
