"x"	"y"	"r"
5	6	0.720652332578255
1	58	0.154510902549364
3	64	0.496544195984451
8	91	0.690118200255175
6	93	0.377618829138884
6	97	0.864314136652943
18	1	0.327819656174746
15	13	0.234894013320356
13	17	0.918886810828189
17	11	1.22888279988412
18	23	0.473851067126102
16	42	0.202746971153768
15	49	0.302914908686333
19	48	0.444494198505661
14	57	0.318386851241819
11	53	0.426047595630799
11	51	0.217355916561646
13	61	0.520528565162154
11	71	0.398090897483688
19	88	0.554888389334741
11	83	0.837230278584137
17	81	0.341859909146891
18	88	0.313199108824688
18	87	0.493155707774002
19	86	0.739893197455923
18	82	0.15745824969756
16	88	0.29937378996234
14	87	1.25854839472645
24	7	0.848378913150662
26	2	0.401075728892211
29	9	0.476934558219548
22	49	0.60819083909974
21	42	0.410423230697524
26	48	0.514032883405491
26	57	0.566889129391419
28	79	0.386738787377843
25	71	0.585322159037169
28	89	1.93520627128863
26	81	0.260078003506161
29	82	0.342879015903081
34	14	0.585780970572856
31	56	0.265786184851788
33	66	0.368593428468819
32	61	0.481680468555514
33	97	0.349711533551977
42	4	0.585215631353455
43	17	0.754021625212012
48	29	0.278112070802663
49	24	0.517642292790541
45	25	0.484328921663681
41	26	0.448946040108545
49	38	0.670514278795479
42	72	0.362116125538501
49	78	0.14171713352426
46	76	0.736945891042074
44	72	0.520600544583544
52	4	0.393822539810615
59	2	0.509621906554768
51	1	0.185502648272776
57	5	0.288079223764315
53	2	1.10703272835988
58	8	0.402825716229666
56	6	0.545333234945185
54	26	0.43037512867299
54	37	0.409098869929769
58	47	0.50302800920399
58	49	0.477559352287126
56	44	0.697341860438311
52	48	0.819574704862758
69	68	0.450312224463445
63	71	0.315850695757581
69	77	0.622247723208434
61	76	0.571193061499553
64	78	0.703467349581133
79	13	0.251749460434215
71	61	0.624920300320542
72	68	0.492005623175938
75	61	0.707936966717069
78	69	0.288272184703752
77	66	0.443919784122506
73	67	0.330179971337478
78	68	0.458635874965277
88	8	0.44954139327973
89	47	0.379297722035958
82	44	0.337741445075105
81	49	0.696937369960513
85	41	0.374544781839326
84	46	0.174719609682908
88	68	0.620178040956929
84	62	0.40964700656003
84	87	0.238901539561515
99	25	0.772159936465894
91	34	0.331099958582891
96	37	0.425051878205467
95	65	0.433506859147763
95	69	0.590401659380722
93	69	0.555729220728284
92	99	0.150978499864001
99	95	0.225518176641393
94	94	0.645678646558418
