"x"	"y"	"r"
4	32	0.245218931586805
6	32	0.246672190756326
6	42	0.304454974086042
8	46	0.380055130227602
3	64	0.198032386146483
4	64	0.502541519183596
2	69	0.37400189036544
9	86	0.619695256848311
14	8	0.741160354470871
13	11	0.452937944504943
15	16	0.215768513092049
17	29	0.619124948658631
13	42	0.255097139033504
14	52	0.639115490832205
15	62	0.210696577298651
18	62	0.383462779072754
13	69	0.188344578902377
18	73	0.647597509675863
16	79	0.421336726143354
15	93	0.419330170665698
25	6	0.596942649761697
24	2	0.320798881584648
22	1	0.3474183982112
26	6	0.169259809845959
25	16	0.253070860241939
27	28	0.378098486945958
25	89	0.371133402149762
27	96	0.3265638749546
39	8	0.411597569968831
39	23	1.61376422351556
39	45	1.35089783779788
32	59	0.454647741649509
32	51	0.854592358929392
39	57	0.497860242487425
34	59	0.169698146870209
31	52	0.250415776031761
34	81	0.987150883420493
37	82	0.326587825920323
36	88	0.573235789909621
33	86	0.73539478853295
44	6	0.503636717393364
45	5	0.423669803577588
48	37	0.382936730596617
42	68	0.348499968551505
48	69	0.370506827802074
41	67	0.455305153921172
46	65	0.444633240164942
46	71	0.464209757074262
55	19	0.879923853301033
57	58	0.368725891157118
55	52	0.560683744655694
58	51	0.749633482497043
54	61	0.744190106260642
53	63	0.39971395561362
58	74	1.35514463884287
55	89	0.767988211260133
56	88	0.427483574019288
52	89	0.59339725515807
55	82	0.371348889938362
53	84	0.634977871545945
68	9	0.258966848037463
66	27	0.772352762234085
68	21	0.45577060843797
68	36	0.331101290156893
78	7	0.40291438881873
76	35	0.503038372330839
73	48	0.35707372483554
75	64	0.186995254675458
76	62	0.228191158128046
71	74	0.515053737643926
77	87	0.437192192613479
73	85	0.304009160407278
76	81	0.661430924016043
84	16	0.605323365795107
82	14	0.841239356151504
83	18	1.08897030278978
86	11	0.798463104696506
81	13	0.379091947751812
87	15	0.653685987275417
89	27	0.394154135429728
87	36	0.104255557783425
87	52	0.227053774291303
84	55	0.696117757072706
83	58	0.654881081254487
82	53	0.36600113574321
85	53	0.901797098188719
83	57	0.123468474127565
87	61	0.474720865991417
82	86	0.578607131447889
86	85	0.194324074423031
87	94	0.476331238959488
92	35	0.204458580402871
97	82	1.02425506664486
92	94	0.585470999750939
92	91	0.288902554850543
96	98	0.437619932765183
92	96	0.248349348400441
98	96	0.829853330338044
97	97	0.303013076080691
91	95	0.343306781004971
