"x"	"y"	"r"
9	11	0.199480792631908
9	38	0.546764835291649
7	31	0.424010130932075
5	92	0.787391996275966
1	93	0.665158203968418
3	92	0.728756535363298
5	99	0.705960576608267
1	99	0.363496278820658
12	15	0.666532949553133
18	24	0.653339581836921
17	34	0.661254367074755
12	39	0.34759245073803
14	47	0.445412658658273
15	47	0.323533830502178
13	42	0.20176192452089
12	42	0.335437147523096
18	41	1.16119107150395
12	48	0.975028536484197
11	92	0.710168754829211
26	11	0.533270064816026
25	37	0.7216997696642
23	42	0.354134203045763
26	45	0.533895592867773
24	69	0.390796178915355
26	64	0.283578491713585
23	71	0.400412813931639
26	85	0.325143926078808
26	87	0.387563248041795
22	93	0.30023978896573
38	2	0.314601017037387
36	5	0.70384604727136
32	44	0.667029637067612
34	48	0.260039221538958
39	65	0.416749368689277
32	68	0.383297166018778
38	61	0.542855620138638
33	72	0.948580484966525
37	86	0.281683698378476
32	97	0.932294689141681
39	99	0.448714103239341
35	95	0.324469934394211
39	92	0.34268738625207
46	2	0.23329301980236
47	15	0.418687577774215
47	23	0.299224088667641
48	56	0.228092535937436
44	71	1.18152967221308
44	74	0.275568320355377
56	13	0.745594675071956
54	28	0.556244478222943
58	43	0.255191559573778
59	51	0.298562630625174
51	54	0.18690136882818
51	53	0.317319576187485
57	54	0.333498294615514
51	64	0.771106174374925
51	89	0.505824733038794
55	99	0.74338579083497
63	24	0.691202409253162
66	37	0.26161953324837
66	35	0.745167915696586
68	44	0.268395680709685
61	41	0.5433939940652
64	45	0.627091397671561
62	47	0.764618590053794
65	63	0.745699494535411
62	96	0.433734647052523
79	8	0.775825994603576
73	21	0.843565699341557
74	32	1.27129990882102
77	42	0.21830561314488
79	42	0.58436742996994
77	44	0.670261951005805
71	46	0.977804202468202
76	58	0.188660162403512
77	76	0.393717192316033
84	16	0.20930984247429
87	25	0.271498097646108
89	21	0.36328332052435
83	21	0.350510773948008
83	27	0.449150171339008
81	29	0.474232855170916
84	28	0.379155753110572
85	38	0.311093690975783
88	49	0.239460504470363
85	41	0.916353827287808
88	89	0.957409586796365
81	85	0.178338561310861
83	99	0.408573540339298
99	7	0.619249004538258
93	29	0.249777976454391
99	27	0.52578928241701
95	28	0.606648842354785
99	35	0.370251969987821
99	61	0.256605779861017
95	79	0.451470126455913
96	74	0.632118921700654
91	78	0.651038574048666
99	89	0.491891288109138
95	84	0.465726295461727
